Seat,First_Name,Last_Name,Party,Votes,Year,Won
Sophomore,Zach,Doniger,The_Students,465,2013,
Sophomore,Sarah,Miller,The_Students,465,2013,
Sophomore,Griffin,Horvath,The_Students,452,2013,
Sophomore,Cameron,Fraize,The_Students,434,2013,
Sophomore,Ezra,Siegel,The_Students,428,2013,
Sophomore,Alexander,HIland,The_Students,405,2013,
Student Body President,Christina,Bonarrigo,Swamp,6529,2013,TRUE
Student Body President,Johnny ,Castillo,The_Students,3349,2013,
Treasurer,Jayce,Victor,Swamp,6552,2013,TRUE
Treasurer,Will,Farrell,The_Students,3320,2013,
Vet Med,Shayda,Samani,Swamp,67,2013,TRUE
Vet Med,,,,,2013,
Accounting,Dylan,Hefland,Unite,151,2012,TRUE
Accounting,,,,,2012,
Agriculture,Daniel,Leckie,Unite,369,2012,TRUE
Agriculture,Katie,Waldman,Unite,352,2012,TRUE
Agriculture,Jamie,Lowsetter,Unite,342,2012,TRUE
Agriculture,Erin,Murphy,Student_Alliance,274,2012,
Agriculture,William,Farrell,Student_Alliance,271,2012,
Agriculture,Lane,Brown,Student_Alliance,269,2012,
Architecture,Kathleen,Taus,Unite,38,2012,TRUE
Architecture,,,,,2012,
Building Construction,Kyle,Jaeger,Unite,43,2012,TRUE
Building Construction,,,,,2012,
Business,Rachel,Kellerman,Unite,458,2012,TRUE
Business,Cory,Yeffet,Unite,405,2012,TRUE
Business,Sabine,Upadye,Student_Alliance,210,2012,
Business,,,,,2012,
CLAS,TJ,Boyd,Student_Alliance,1185,2012,TRUE
CLAS,Amit,Gangrade,Student_Alliance,1162,2012,TRUE
CLAS,Neal,Gundavda,Student_Alliance,1160,2012,TRUE
CLAS,Timothy,Johnson,Student_Alliance,1154,2012,TRUE
CLAS,Zachary,Lash,Student_Alliance,1152,2012,TRUE
CLAS,Brandon,Laines,Student_Alliance,1147,2012,TRUE
CLAS,Matt,Pesek,Student_Alliance,1116,2012,TRUE
CLAS,Nichelle,Davis,Unite,921,2012,
CLAS,Nicole,Krassner,Unite,906,2012,
CLAS,Andrew,Joseph,Unite,893,2012,
CLAS,Lindsey,Sanders,Unite,880,2012,
CLAS,Frank,Plageman,Unite,874,2012,
CLAS,Luis,Suarez,Unite,870,2012,
CLAS,Truman,Williams,Unite,841,2012,
Dentistry,Daniel,Sabra,Unite,14,2012,TRUE
Dentistry,,,,,2012,
Education,Shayla,Davis,Unite,51,2012,TRUE
Education,,,,,2012,
Engineering,Kyle,Collins,Student_Alliance,573,2012,TRUE
Engineering,Umair,Asghar,Student_Alliance,535,2012,TRUE
Engineering,Max,Stein,Student_Alliance,534,2012,TRUE
Engineering,Drexel ,Forbes,Unite,404,2012,
Engineering,Brian,Cashen,Unite,392,2012,
Engineering,Irene,Ng,Unite,386,2012,
Engineering,Sarvenaz,Laussermair,Independent,204,2012,
Fine Arts,Elizabeth,LaRue,Unite,67,2012,TRUE
Fine Arts,,,,,2012,
Freshman,Wesley,Caplan,Unite,525,2012,TRUE
Freshman,Tania,Saade,Unite,435,2012,TRUE
Freshman,Tim,Plakon,Unite,427,2012,TRUE
Freshman,Rebecca,Thublin,Student_Alliance,324,2012,
Freshman,,,,,2012,
Freshman,,,,,2012,
Graduate,Pallami,Bhattacharjee,Student_Alliance,353,2012,TRUE
Graduate,Jordan,Ball,Student_Alliance,339,2012,TRUE
Graduate,Srikanth,Koduru,Student_Alliance,337,2012,TRUE
Graduate,Nathan,Wangusi,Student_Alliance,337,2012,TRUE
Graduate,David,Bradshaw,Student_Alliance,335,2012,TRUE
Graduate,Uzair,Malik,Student_Alliance,334,2012,TRUE
Graduate,Atif,Butt,Student_Alliance,333,2012,TRUE
Graduate,Joseph,Trimboli,Student_Alliance,329,2012,TRUE
Graduate,Morgan,Vollrath,Student_Alliance,322,2012,TRUE
Graduate,Moses,Divaker,Unite,167,2012,TRUE
Graduate,Lindsay,Davis,Unite,156,2012,
Graduate,Emily ,Jones,Unite,151,2012,
Graduate,Max,Anderson,Unite,150,2012,
Graduate,Micheal,Wallsh,Unite,137,2012,
Graduate,Laser,Kaplan,Unite,136,2012,
Graduate,Laurie,Gegen,Unite,134,2012,
Graduate,Dana,Hankins,Unite,134,2012,
Graduate,Ben,Erez,Unite,132,2012,
Graduate,Aaron,Heger,Unite,118,2012,
Graduate,,,,,2012,
Graduate,,,,,2012,
Graduate,,,,,2012,
Health_Human,Shed-Laure,Richardson,Unite,228,2012,TRUE
Health_Human,Jordan,Freeman,Student_Alliance,100,2012,
Journalism,Alec ,Alfonso,Unite,358,2012,TRUE
Journalism,Grier,Ferguson,Student_Alliance,324,2012,
Law,Robert,Sowell,Unite,158,2012,TRUE
Law,,,,,2012,
Medicine,Shannon,Brockman,Unite,20,2012,TRUE
Medicine,,,,,2012,
Nursing,Jelysa,Williams,Unite,112,2012,TRUE
Nursing,William,Cline,Student_Alliance,26,2012,
Pharmacy,Cassie,Bozeman,Unite,32,2012,TRUE
Pharmacy,Michelle,Colby,Unite,31,2012,TRUE
Pharmacy,Morgan,Long,Student_Alliance,18,2012,
Pharmacy,Manuel,Mendez,Student_Alliance,18,2012,
Pharmacy,Puja,Padalia,Independent,11,2012,
Public_Health,Aundre,Price,Unite,174,2012,TRUE
Public_Health,,,,,2012,
Sophomore,Olivia,Gerth,Unite,1275,2012,TRUE
Sophomore,Elliot,Grasso,Unite,1275,2012,TRUE
Sophomore,Matt,Levin,Unite,1261,2012,TRUE
Sophomore,Megan,Hunyh,Unite,1238,2012,TRUE
Sophomore,Aubrey,Oyler,Unite,1228,2012,TRUE
Sophomore,Lauren,Verno,Unite,1209,2012,TRUE
Sophomore,Will,Baldock,Student_Alliance,930,2012,
Sophomore,Daniel,Bergman,Student_Alliance,909,2012,
Sophomore,Eliona,Jankulla,Student_Alliance,874,2012,
Sophomore,Shiwangi,Mishra,Student_Alliance,863,2012,
Sophomore,Juan,Tibaduiza,Student_Alliance,853,2012,
Sophomore,,,,,2012,
Student Body President,TJ,Villamil,Unite,5325,2012,TRUE
Student Body President,Alex,Cornillie,Student_Alliance,5211,2012,
Treasurer,Juan,Rodriguez,Unite,5659,2012,TRUE
Treasurer,Carly,Wilson,Student_Alliance,4838,2012,
Vet Med,Brittany,Wittenbern,Unite,11,2012,TRUE
Vet Med,,,,,2012,
Accounting,Ari,Bogotch,Unite,120,2011,TRUE
Accounting,Mathias,Rodriguez,Progress,11,2011,
Agriculture,Katie,Waldman,Unite,343,2011,TRUE
Agriculture,Brett,Rowland,Unite,328,2011,TRUE
Agriculture,Joseph,Pardo,Unite,325,2011,TRUE
Agriculture,Alex,Kattan,Progress,125,2011,
Agriculture,Eric,Tang,Progress,103,2011,
Agriculture,Mohammad,Tina,Progress,95,2011,
Architecture,Kathleen,Taus,Unite,40,2011,TRUE
Architecture,Jared,Akers,Progress,18,2011,
Building Construction,Alfonso,Gayman,Unite,59,2011,TRUE
Building Construction,,,,,2011,
Business,Sean,Fahy,Unite,412,2011,TRUE
Business,Chris,Champion,Unite,402,2011,TRUE
Business,Eliott,Riomon,Unite,394,2011,TRUE
Business,Kevin,Persad,Progress,84,2011,
Business,Muaaz,Hassan,Progress,71,2011,
Business,Syed,Kazmi,Progress,67,2011,
CLAS,Katherine,Getty,Unite,837,2011,TRUE
CLAS,Michael,Daza,Unite,831,2011,TRUE
CLAS,Courtney,Johnson,Unite,825,2011,TRUE
CLAS,Aundre,Price,Unite,823,2011,TRUE
CLAS,Nicole,Krassner,Unite,815,2011,TRUE
CLAS,Logan,Payne,Unite,796,2011,TRUE
CLAS,Frank,Plageman,Unite,767,2011,TRUE
CLAS,Justin,Fisch,Progress,590,2011,
CLAS,Andrew,Hart,Progress,585,2011,
CLAS,Karim,Khan,Progress,574,2011,
CLAS,Patricia,Posey,Progress,562,2011,
CLAS,Anna,Sun,Progress,549,2011,
CLAS,Ford,Dwyer,Progress,547,2011,
CLAS,Jordan,Rosales,Progress,537,2011,
CLAS,Chris,Kodadek,Independent,264,2011,
Dentistry,Nate,Durtschi,Unite,28,2011,TRUE
Dentistry,,,,,2011,
Education,Lila ,Jonas,Unite,82,2011,TRUE
Education,,,,,2011,
Engineering,Michael,Andrews,Unite,400,2011,TRUE
Engineering,Michelle ,Gibson,Unite,360,2011,TRUE
Engineering,Kevin,Seymour,Unite,351,2011,TRUE
Engineering,Jonathan,Gordon,Progress,288,2011,
Engineering,Adam,Gazaleh,Progress,265,2011,
Engineering,Max,Stein,Progress,255,2011,
Fine Arts,Chase,Beste,Unite,45,2011,
Fine Arts,,,,,2011,
Freshman,Lauren,Verno,Unite,508,2011,TRUE
Freshman,Aubrey,Oliver,Unite,497,2011,TRUE
Freshman,Brittney,Williams,Unite,477,2011,TRUE
Freshman,Jose,Torres,Progress,150,2011,
Freshman,,,,,2011,
Freshman,,,,,2011,
Graduate,Stephanie,Yao,Unite,386,2011,TRUE
Graduate,Meggan,Jordan,Progress,315,2011,TRUE
Graduate,Priya,Vijapura,Progress,307,2011,TRUE
Graduate,Rishi,Prasad,Progress,299,2011,TRUE
Graduate,Sebastian,Lopez,Progress,297,2011,TRUE
Graduate,German,Balanco,Progress,285,2011,TRUE
Graduate,Selvi,Kadirvel,Progress,282,2011,TRUE
Graduate,Mayra,Villar-Buzo,Progress,281,2011,TRUE
Graduate,Uzair,Malik,Progress,275,2011,TRUE
Graduate,Douglas,Whitaker,Progress,274,2011,TRUE
Graduate,Esli,Zurita,Progress,274,2011,
Graduate,Ashley,Forte,Unite,219,2011,
Graduate,Ankit,Salgia,Unite,201,2011,
Graduate,Hammam,Alsafrjalani,Unite,193,2011,
Graduate,Joanna,Sandford,Unite,191,2011,
Graduate,Nick,Fitzpatrick,Unite,190,2011,
Graduate,Jennifer,Reynolds,Unite,187,2011,
Graduate,James,Sadler,Unite,181,2011,
Graduate,Jonathan,Lenner,Unite,176,2011,
Graduate,Billy,Sims,Unite,165,2011,
Health_Human,Alex,Hamilton,Unite,197,2011,TRUE
Health_Human,,Rabre,Progress,73,2011,
Journalism,Supachaya,Sucharitvanitwong,Unite,359,2011,TRUE
Journalism,Darrius,Woods,Progress,149,2011,
Law,Gillian,Leytham,Progress,250,2011,TRUE
Law,Tyler,Yonge,Unite,192,2011,
Medicine,Kevin,McCarthy,Unite,15,2011,TRUE
Medicine,,,,,2011,
Nursing,Mariah,Prince,Unite,75,2011,TRUE
Nursing,,,,,2011,
Pharmacy,Matthew,Sherman,Unite,20,2011,TRUE
Pharmacy,Noha,Abdelghany,Progress,16,2011,
Pharmacy,,,,,2011,
Pharmacy,,,,,2011,
Public_Health,Dunja,Zelihic,Unite,115,2011,TRUE
Public_Health,Rebekah,Campbell,Progress,19,2011,
Sophomore,Rachel,Kellerman,Unite,1394,2011,TRUE
Sophomore,Alec,Alfonso,Unite,1392,2011,TRUE
Sophomore,Maria,Keely,Unite,1384,2011,TRUE
Sophomore,Cory,Yeffet,Unite,1356,2011,TRUE
Sophomore,Stacey,Spector,Unite,1355,2011,TRUE
Sophomore,Ebony,Finley,Unite,1337,2011,TRUE
Sophomore,Tiffany,Sanders,Progress,471,2011,
Sophomore,Conor,Munro,Progress,444,2011,
Sophomore,Michela,Martinazzi,Progress,442,2011,
Sophomore,Yoni,Anijar,Progress,405,2011,
Sophomore,Umair,Asghar,Progress,400,2011,
Sophomore,Rameez,Dossani,Progress,398,2011,
Student Body President,Ben,Meyers,Unite,5676,2011,TRUE
Student Body President,Dave,Schneider,Progress,2614,2011,
Treasurer,TJ,Villamil,Unite,5609,2011,TRUE
Treasurer,Amy,Chaildin,Progress,2632,2011,
Vet Med,Coleen,Dawson,Unite,3,2011,TRUE
Vet Med,,,,,2011,
Accounting,Seth,Walker,Unite,78,2010,TRUE
Accounting,Michael,Poiani,Student_Alliance,73,2010,
Agriculture,Ben,Meyers,Unite,321,2010,TRUE
Agriculture,Travis,Kuhn,Unite,317,2010,TRUE
Agriculture,Audrey,Schnell,Unite,301,2010,TRUE
Agriculture,Greg,Correia,Student_Alliance,148,2010,
Agriculture,Chantel,Carter,Student_Alliance,145,2010,
Agriculture,Favi,Faqeeri,Student_Alliance,133,2010,
Architecture,Lizette,Rios,Student_Alliance,63,2010,TRUE
Architecture,Jeanette,Holloway,Unite,30,2010,
Building Construction,Justin ,Thibaut,Unite,85,2010,TRUE
Building Construction,,,,,2010,
Business,Alicia,Holden,Unite,465,2010,TRUE
Business,Kara,Olesky,Unite,452,2010,TRUE
Business,Kyle,Deasy,Unite,445,2010,TRUE
Business,William ,Ham,Student_Alliance,224,2010,
Business,Ali ,Zuaiter,Student_Alliance,214,2010,
Business,Jonathan D. ,Saxer,Student_Alliance,210,2010,
CLAS,Cassia,Laham,Student_Alliance,810,2010,TRUE
CLAS,Graham,Clark,Student_Alliance,806,2010,TRUE
CLAS,Michelle,Loewenherz,Student_Alliance,795,2010,TRUE
CLAS,Andrew,Hart,Student_Alliance,793,2010,TRUE
CLAS,Neil,Gundavda,Student_Alliance,792,2010,TRUE
CLAS,Jean-Luc,Adrien,Unite,789,2010,TRUE
CLAS,Katherine,Getty,Unite,785,2010,TRUE
CLAS,Kevin,Kleponis,Student_Alliance,781,2010,TRUE
CLAS,Keir,Lamont,Student_Alliance,779,2010,
CLAS,Naadira,Renfroe,Unite,774,2010,
CLAS,Gil,Ben-Ezra  ,Unite,773,2010,
CLAS,Renato,Garcia,Unite,767,2010,
CLAS,Tiffany,Sosa,Unite,759,2010,
CLAS,Matthew,Lake,Unite,749,2010,
CLAS,Ethan,McMahon,Unite,735,2010,
CLAS,Yevgen,Sautin,Student_Alliance,722,2010,
CLAS,John,Callovi,Independent,286,2010,
Dentistry,Dustin,Pfundheller,Write-In,64,2010,TRUE
Dentistry,,,,,2010,
Dentistry,,,,,2010,
Education,Amy,Rudman,Unite,86,2010,TRUE
Education,,,,,2010,
Engineering,Michael,Crowley,Student_Alliance,397,2010,TRUE
Engineering,TJ,Boyd,Student_Alliance,393,2010,TRUE
Engineering,Kevin,Seymour,Student_Alliance,379,2010,TRUE
Engineering,Melissa,Devenbeck,Unite,336,2010,
Engineering,Victoria,Cacicedo,Unite,328,2010,
Engineering,Sherwin,Rivera,Unite,295,2010,
Fine Arts,Jennifer,Senn,Student_Alliance,40,2010,TRUE
Fine Arts,Dustin,Kovacic,Unite,32,2010,
Freshman,Anna,Klausner,Unite,493,2010,TRUE
Freshman,Jason,Tucker,Unite,459,2010,TRUE
Freshman,Chris,Champion,Unite,457,2010,TRUE
Freshman,Bernie,Zarco,Unite,447,2010,TRUE
Freshman,Jake,Kennedy,Student_Alliance,212,2010,
Freshman,Alex,Aguilera,Student_Alliance,211,2010,
Freshman,Grace,Kim,Student_Alliance,201,2010,
Freshman,,,,,2010,
Graduate,Alan,Martin,Student_Alliance,536,2010,TRUE
Graduate,Joanna,Sandford,Student_Alliance,517,2010,TRUE
Graduate,Anu,Pandey,Student_Alliance,510,2010,TRUE
Graduate,Tovah,Goldfarb,Student_Alliance,495,2010,TRUE
Graduate,Brian,Kirchberg,Student_Alliance,495,2010,TRUE
Graduate,Tyler,Antar,Student_Alliance,489,2010,TRUE
Graduate,Matt,Martz,Student_Alliance,484,2010,TRUE
Graduate,Zack,Smith,Student_Alliance,451,2010,TRUE
Graduate,Matt,Michel,Unite,289,2010,
Graduate,Lexi,Wynne,Unite,272,2010,
Graduate,Kunal,Singh,Unite,234,2010,
Graduate,Ivan,Martinez,Unite,222,2010,
Graduate,Tommy,Robey,Unite,211,2010,
Graduate,Jonathan,Lenner,Unite,206,2010,
Graduate,Andrew,Guglielmo,Unite,204,2010,
Graduate,Dan,Siegel,Unite,191,2010,
Health_Human,Jennifer,Hernandez,Unite,183,2010,TRUE
Health_Human,Dominique,Ferro,Student_Alliance,43,2010,
Journalism,Jackie,Hauser,Unite,335,2010,TRUE
Journalism,Aschelle,Morgan,Unite,294,2010,TRUE
Journalism,Ashley,Taylor,Student_Alliance,161,2010,
Journalism,Matthew,Christ,Student_Alliance,153,2010,
Law,Tyler,Yonge,Unite,168,2010,TRUE
Law,Gillian,Leytham,Student_Alliance,150,2010,
Medicine,David,Hankins,Unite,76,2010,TRUE
Medicine,Brian,Rossmiller,Student_Alliance,57,2010,
Nursing,Jimmie,Seeley,Student_Alliance,44,2010,TRUE
Nursing,Kendall,Williamson,Unite,39,2010,
Pharmacy,Nicholas,Carris,Unite,33,2010,TRUE
Pharmacy,,,,,2010,
Public_Health,Kevin,Cronin,Unite,115,2010,TRUE
Public_Health,,,,,2010,
Sophomore,Sean,Fahy,Unite,1232,2010,TRUE
Sophomore,Aundré,Price,Unite,1203,2010,TRUE
Sophomore,Beccah,Clark,Unite,1202,2010,TRUE
Sophomore,Joseph,Pardo,Unite,1201,2010,TRUE
Sophomore,Brittnie,Baker,Unite,1193,2010,TRUE
Sophomore,Thomas,Vu,Unite,1181,2010,TRUE
Sophomore,Melanie,McCormick,Student_Alliance,755,2010,
Sophomore,Lane,Brown,Student_Alliance,718,2010,
Sophomore,Ford,Dwyer,Student_Alliance,718,2010,
Sophomore,Chris,Carusiello,Student_Alliance,716,2010,
Sophomore,Michael,Morales,Student_Alliance,704,2010,
Sophomore,Jesse,Schmitt,Student_Alliance,692,2010,
Student Body President,Ashton,Charles,Unite,5376,2010,TRUE
Student Body President,Ben,Cavataro,Student_Alliance,3921,2010,
Treasurer,Virlany,Taboada,Unite,5281,2010,TRUE
Treasurer,Rafael,Yaniz,Student_Alliance,3928,2010,
Vet Med,Kendra,Pope,Unite,59,2010,TRUE
Vet Med,,,,,2010,
Accounting,Kelli,Mutz,Unite,70,2009,TRUE
Accounting,Guillermo,Lopez,Progress,63,2009,
Accounting,,,,,2009,
Accounting,,,,,2009,
Agriculture,Jason,Cornman,Unite,340,2009,TRUE
Agriculture,Joshua,Roberts,Unite,320,2009,TRUE
Agriculture,Dennis,Sison,Unite,281,2009,TRUE
Agriculture,Will,Dueease,Progress,86,2009,
Agriculture,Sakif,Rahman,Progress,84,2009,
Agriculture,Nikole,Stephens,Orange_Blue,61,2009,
Agriculture,Matt,Luby,Orange_Blue,59,2009,
Agriculture,Kevin,Pearson,Orange_Blue,56,2009,
Agriculture,,,,,2009,
Agriculture,,,,,2009,
Agriculture,,,,,2009,
Agriculture,,,,,2009,
Architecture,Katie,Orr,Unite,38,2009,TRUE
Architecture,James,Peters,Orange_Blue,12,2009,
Architecture,Elisabeth,Chrisco,Progress,6,2009,
Architecture,,,,,2009,
Building Construction,Kyle,Cummings,Unite,57,2009,TRUE
Building Construction,Dana,Shaut,Orange_Blue,12,2009,
Building Construction,Sierra,Brown,Progress,8,2009,
Building Construction,,,,,2009,
Business,Louis,Holzberg,Unite,500,2009,TRUE
Business,Sean,Johnson,Unite,486,2009,TRUE
Business,Joey,Regalado,Unite,467,2009,TRUE
Business,Danielle,Emenhiser,Progress,117,2009,
Business,Mallory,Andrews,Orange_Blue,101,2009,
Business,Joey,Trimboli,Orange_Blue,80,2009,
Business,Roberto,Leider,Orange_Blue,79,2009,
Business,,,,,2009,
Business,,,,,2009,
Business,,,,,2009,
Business,,,,,2009,
Business,,,,,2009,
CLAS,Kori,Benton,Unite,856,2009,TRUE
CLAS,Andre,Haughton,Unite,831,2009,TRUE
CLAS,Winston,Liu,Unite,824,2009,TRUE
CLAS,Samantha,Sexton,Unite,823,2009,TRUE
CLAS,Kyle,Robisch,Unite,817,2009,TRUE
CLAS,Cheree,Suttles,Unite,796,2009,TRUE
CLAS,Anaili,Triana,Unite,783,2009,TRUE
CLAS,Taylor,Tribou,Unite,764,2009,TRUE
CLAS,Nina,Martinez,Progress,626,2009,
CLAS,Eric,Conrad,Progress,611,2009,
CLAS,Feradaouis,Bagga,Progress,590,2009,
CLAS,Nicholas,Fitzpatrick,Progress,587,2009,
CLAS,Jonathan,Bull,Progress,569,2009,
CLAS,Kokila,Mendis,Progress,559,2009,
CLAS,Razan,Al-Nahhas,Progress,544,2009,
CLAS,Tom,Reynolds,Progress,527,2009,
CLAS,Tiffany,Hendricks,Orange_Blue,316,2009,
CLAS,Alex,Garmendia,Orange_Blue,272,2009,
CLAS,Travis,Hornsby,Orange_Blue,266,2009,
CLAS,Donte,Hargrove,Orange_Blue,253,2009,
CLAS,Jenna,Stern,Orange_Blue,246,2009,
CLAS,Lesford,Duncan,Orange_Blue,238,2009,
CLAS,Joshua,Niederritier,Orange_Blue,234,2009,
CLAS,Kira,Parse,Orange_Blue,220,2009,
CLAS,Shea,Ford,Independent,177,2009,
CLAS,,,,,2009,
CLAS,,,,,2009,
CLAS,,,,,2009,
CLAS,,,,,2009,
CLAS,,,,,2009,
CLAS,,,,,2009,
CLAS,,,,,2009,
CLAS,,,,,2009,
Dentistry,Ivan,Montijo,Unite,8,2009,TRUE
Dentistry,,,,,2009,
Dentistry,,,,,2009,
Dentistry,,,,,2009,
Education,Cari,Swertfager,Unite,59,2009,TRUE
Education,Caitlin,Clause,Orange_Blue,12,2009,
Education,,,,,2009,
Education,,,,,2009,
Engineering,Anesia,Burns,Unite,300,2009,TRUE
Engineering,Joshua,Vasquez,Unite,273,2009,TRUE
Engineering,Cameron,Heard,Unite,272,2009,TRUE
Engineering,Amy,Pittman,Orange_Blue,260,2009,
Engineering,Joanna,Sandford,Orange_Blue,221,2009,
Engineering,Francisco,Sotomayor,Orange_Blue,202,2009,
Engineering,Caitlyn,Oram,Progress,147,2009,
Engineering,Kevin,Seymour,Progress,146,2009,
Engineering,Sheldon,Clark,Progress,140,2009,
Engineering,,,,,2009,
Engineering,,,,,2009,
Engineering,,,,,2009,
Fine Arts,Paul,Pino,Progress,67,2009,TRUE
Fine Arts,Clayton,DeHaan,Unite,41,2009,
Fine Arts,Magena,Rodriguez,Orange_Blue,19,2009,
Fine Arts,,,,,2009,
Freshman,Brittnie,Baker,Unite,616,2009,TRUE
Freshman,Taylor,Donham,Unite,588,2009,TRUE
Freshman,David,Lluberes,Unite,573,2009,TRUE
Freshman,Alexandra,Moore,Unite,566,2009,TRUE
Freshman,Nick,Alsaka,Progress,146,2009,
Freshman,Andrew,Hect,Orange_Blue,137,2009,
Freshman,Christopher,Carusiello,Progress,129,2009,
Freshman,Kem,Chatfield,Orange_Blue,129,2009,
Freshman,Mariel,Rector,Progress,126,2009,
Freshman,Shaneel,Myles,Progress,121,2009,
Freshman,Albert,Curry,Orange_Blue,91,2009,
Freshman,Jin,Wang,Orange_Blue,88,2009,
Freshman,,,,,2009,
Freshman,,,,,2009,
Freshman,,,,,2009,
Freshman,,,,,2009,
Graduate,Rajeev,Mohata,Progress,386,2009,TRUE
Graduate,Cynthia,Kan,Progress,345,2009,TRUE
Graduate,Ryan,O'Mara,Progress,334,2009,TRUE
Graduate,Matthew,Vernon,Progress,333,2009,TRUE
Graduate,Christos,Lampropoulos,Progress,315,2009,TRUE
Graduate,Emir,Yasun,Progress,308,2009,TRUE
Graduate,Genesis,Harrod,Progress,305,2009,TRUE
Graduate,Shea,Ferguson,Unite,185,2009,
Graduate,Matt,Michel,Unite,179,2009,
Graduate,Brian,Deal,Unite,178,2009,
Graduate,Joey,Katz,Unite,171,2009,
Graduate,Whitaker,Leonhardt,Unite,160,2009,
Graduate,Troy,Simpson,Unite,157,2009,
Graduate,Sam,Lipshutz,Unite,152,2009,
Graduate,Rupesh,Bhomia,Orange_Blue,145,2009,
Graduate,Jessica,Caraway,Orange_Blue,132,2009,
Graduate,Dakshina,Murthy,Orange_Blue,125,2009,
Graduate,Sagar,Sane,Orange_Blue,122,2009,
Graduate,Matt,Martz,Independent,118,2009,
Graduate,John,Fox,Orange_Blue,110,2009,
Graduate,Marc,Berkovitz,Orange_Blue,107,2009,
Graduate,Mike,Jerauld,Orange_Blue,88,2009,
Graduate,,,,,2009,
Graduate,,,,,2009,
Graduate,,,,,2009,
Graduate,,,,,2009,
Graduate,,,,,2009,
Graduate,,,,,2009,
Graduate,,,,,2009,
Health_Human,Rebecca,Rowley,Unite,193,2009,TRUE
Health_Human,Carley,Salmon,Orange_Blue,18,2009,
Health_Human,Allen,Jackson,Progress,55,2009,
Health_Human,,,,,2009,
Journalism,Leeann,Bright,Unite,374,2009,TRUE
Journalism,Ju'lia,Samuels,Unite,310,2009,TRUE
Journalism,Cristin,Comiskey,Progress,131,2009,
Journalism,Sarah,Henderson,Orange_Blue,88,2009,
Journalism,Andrew,Bieber,Progress,88,2009,
Journalism,Jimmie,Paul,Orange_Blue,43,2009,
Journalism,,,,,2009,
Journalism,,,,,2009,
Law,James,Tyger,Unite,241,2009,TRUE
Law,Tommy,Jardon,Orange_Blue,38,2009,
Law,,,,,2009,
Medicine,Tim,Taxter,Unite,94,2009,TRUE
Medicine,,,,,2009,
Medicine,,,,,2009,
Medicine,,,,,2009,
Nursing,Abby,Katzman,Unite,47,2009,TRUE
Nursing,Emily,Hunt,Progress,23,2009,
Nursing,Rebecca,Skillen,Orange_Blue,3,2009,
Nursing,,,,,2009,
Pharmacy,Chelsey,Campbell,Unite,93,2009,TRUE
Pharmacy,Molly,Flynn,Orange_Blue,57,2009,
Pharmacy,,,,,2009,
Pharmacy,,,,,2009,
Public_Health,Kevin,Cronin,Unite,89,2009,TRUE
Public_Health,Kristen,Brenner,Orange_Blue,14,2009,
Public_Health,,,,,2009,
Public_Health,,,,,2009,
Sophomore,Gaby,Alvarez,Unite,1380,2009,TRUE
Sophomore,Cecil,Duffie,Unite,1375,2009,TRUE
Sophomore,Ben,Meyers,Unite,1359,2009,TRUE
Sophomore,Katherine,Getty,Unite,1335,2009,TRUE
Sophomore,Alan,Nicotra,Unite,1289,2009,TRUE
Sophomore,Naadira,Renfroe,Unite,1276,2009,TRUE
Sophomore,Kara,Olesky,Unite,1269,2009,TRUE
Sophomore,Tyler,Austin,Progress,389,2009,
Sophomore,Justin,Fisch,Progress,378,2009,
Sophomore,Jason,Dubery,Orange_Blue,377,2009,
Sophomore,Cassia,Laham,Progress,353,2009,
Sophomore,Andrew,Hart,Progress,340,2009,
Sophomore,Keir,Lamont,Progress,327,2009,
Sophomore,Daniel,Ley,Progress,319,2009,
Sophomore,T.J.,Boyd,Orange_Blue,315,2009,
Sophomore,John,Tamariz,Progress,312,2009,
Sophomore,Yasmina,Dardari,Orange_Blue,282,2009,
Sophomore,Tai,Wu,Orange_Blue,269,2009,
Sophomore,Micha,Nandaraj,Orange_Blue,239,2009,
Sophomore,Yevgen,Sautin,Orange_Blue,236,2009,
Sophomore,Casey,Zych,Orange_Blue,217,2009,
Sophomore,,,,,2009,
Sophomore,,,,,2009,
Sophomore,,,,,2009,
Sophomore,,,,,2009,
Sophomore,,,,,2009,
Sophomore,,,,,2009,
Sophomore,,,,,2009,
Student Body President,Jordon,Johnson,Unite,5859,2009,TRUE
Student Body President,Ben,Dictor,Progress,2181,2009,
Student Body President,Mark,McShera,Orange_Blue,1303,2009,
Student Body President,Frank,Walch,Keg,176,2009,
Treasurer,Maryam,Laguna,Unite,5410,2009,TRUE
Treasurer,Jose,Ortega,Progress,2120,2009,
Treasurer,Brandon,White,Orange_Blue,1685,2009,
Treasurer,Elizabeth,Stinson,Keg,224,2009,
Vet Med,Jared,Jaffey,Unite,16,2009,TRUE
Vet Med,Annie,Martin,Independent,9,2009,
Vet Med,,,,,2009,
Vet Med,,,,,2009,
Vet Med,,,,,2009,
Accounting,Jose,Ortega,Gator,70,2008,TRUE
Accounting,Christina,Wood,Orange_Blue,17,2008,
